SourceID	Order	SourceDeck	SourceCard	English	EnglishMeaning	EnglishExample	CueSource	TurkishCue	Status
4000 Essential English Words::3.Book::::preach	1236	4000 Essential English Words::3.Book		preach	To preach is to talk about and promote a religious idea.	Aaron often preached about living an honest life.	to preach	vaaz vermek	draft_google_word
4000 Essential English Words::3.Book::::prosper	1237	4000 Essential English Words::3.Book		prosper	To prosper is to be successful or make a lot of money.	Frank’s new business finally prospered after many years of hard work.	to prosper	gelişmek	draft_google_word
4000 Essential English Words::3.Book::::province	1238	4000 Essential English Words::3.Book		province	A province is an area that is controlled by a country.	Canada is divided into several different provinces.	province	eyalet	draft_google_word
4000 Essential English Words::3.Book::::satisfaction	1239	4000 Essential English Words::3.Book		satisfaction	Satisfaction is the feeling of having done or received something good.	Brad was filled with satisfaction when he saw what was for dinner.	satisfaction	memnuniyet	draft_google_word
4000 Essential English Words::3.Book::::sustain	1240	4000 Essential English Words::3.Book		sustain	To sustain something is to keep it going.	Wind power is a clean way to sustain a city with energy.	to sustain	sürdürmek	draft_google_word
4000 Essential English Words::3.Book::::acquire	1241	4000 Essential English Words::3.Book		acquire	To acquire something is to get or gain possession of that thing.	Tina acquired a strange package yesterday.	to acquire	elde etmek	draft_google_word
4000 Essential English Words::3.Book::::awkward	1242	4000 Essential English Words::3.Book		awkward	An awkward thing is embarrassing and uncomfortable.	After dropping his coffee cup, Robbie felt awkward.	awkward	garip	draft_google_word
4000 Essential English Words::3.Book::::caretaker	1243	4000 Essential English Words::3.Book		caretaker	A caretaker is a person who takes care of very young, old, or sick people.	My grandmother’s caretaker helps her get around the house.	caretaker	bekçi	draft_google_word
4000 Essential English Words::3.Book::::deceive	1244	4000 Essential English Words::3.Book		deceive	To deceive is to make someone believe something that is not true.	He tried to deceive his friends with a card trick.	to deceive	aldatmak	draft_google_word
4000 Essential English Words::3.Book::::discourage	1245	4000 Essential English Words::3.Book		discourage	To discourage is to make someone feel less excited about something.	Mr. Perry discouraged the students from quitting school.	to discourage	cesaretini kırmak	draft_google_word
4000 Essential English Words::3.Book::::fake	1246	4000 Essential English Words::3.Book		fake	A fake thing is made to look real in order to trick people.	The model was wearing fake hair.	fake	sahte	draft_google_word
4000 Essential English Words::3.Book::::hatred	1247	4000 Essential English Words::3.Book		hatred	Hatred is a strong feeling of not liking someone or something.	I have a hatred for the taste of medicine.	hatred	nefret	draft_google_word
4000 Essential English Words::3.Book::::hut	1248	4000 Essential English Words::3.Book		hut	A hut is a house made of wood, grass, or mud that has only one or two rooms.	We all went into the hut to sleep.	hut	kulübe	draft_google_word
4000 Essential English Words::3.Book::::inferior	1249	4000 Essential English Words::3.Book		inferior	An inferior thing is not as good as something else.	Cars built a hundred years ago are inferior to ones built today.	inferior	aşağılık	draft_google_word
4000 Essential English Words::3.Book::::lodge	1250	4000 Essential English Words::3.Book		lodge	A lodge is a house in the mountains used by people who hunt or fish.	During our ski trip, we stayed at a lodge.	lodge	kulübe	draft_google_word
4000 Essential English Words::3.Book::::neglect	1251	4000 Essential English Words::3.Book		neglect	To neglect someone or something is to not take care of it properly.	William neglected his room, so it is a complete mess.	to neglect	ihmal etmek	draft_google_word
4000 Essential English Words::3.Book::::newcomer	1252	4000 Essential English Words::3.Book		newcomer	A newcomer is a person who has recently arrived at a place or a group.	The students happily welcomed the newcomer to the school.	newcomer	yeni gelen	draft_google_word
4000 Essential English Words::3.Book::::offense	1253	4000 Essential English Words::3.Book		offense	An offense is behavior that is wrong or breaks a law.	Stealing a car is a very serious offense.	offense	suç	draft_google_word
4000 Essential English Words::3.Book::::overlook	1254	4000 Essential English Words::3.Book		overlook	To overlook something is to not notice it or to not realize that it is important.	Brenda overlooked the last step and had a bad fall.	to overlook	gözden kaçırmak	draft_google_word
4000 Essential English Words::3.Book::::repay	1255	4000 Essential English Words::3.Book		repay	To repay is to pay back or to reward someone or something.	She repaid her friend for all of his hard work with a small gift.	to repay	geri ödemek	draft_google_word
4000 Essential English Words::3.Book::::ridiculous	1256	4000 Essential English Words::3.Book		ridiculous	A ridiculous thing is silly or strange.	Steve looked ridiculous with those huge blue sunglasses.	ridiculous	gülünç	draft_google_word
4000 Essential English Words::3.Book::::satisfactory	1257	4000 Essential English Words::3.Book		satisfactory	A satisfactory thing is good enough.	Mina often received satisfactory grades since she studied so hard.	satisfactory	tatmin edici	draft_google_word
4000 Essential English Words::3.Book::::shepherd	1258	4000 Essential English Words::3.Book		shepherd	A shepherd is a person who protects and cares for sheep.	The shepherd moved the sheep to another field.	shepherd	çoban	draft_google_word
4000 Essential English Words::3.Book::::venture	1259	4000 Essential English Words::3.Book		venture	To venture is to go to a place that may be dangerous.	Even though it was dangerous, they ventured up the mountain.	to venture	girişimde bulunmak	draft_google_word
4000 Essential English Words::3.Book::::wheat	1260	4000 Essential English Words::3.Book		wheat	Wheat is a plant from which we get the grain used to make bread.	The field of golden wheat was ready to be harvested.	wheat	buğday	draft_google_word
4000 Essential English Words::3.Book::::alley	1261	4000 Essential English Words::3.Book		alley	An alley is a narrow road between houses or buildings.	The alley behind my house looks dirty.	alley	sokak	draft_google_word
4000 Essential English Words::3.Book::::ax	1262	4000 Essential English Words::3.Book		ax	An ax is a tool used to cut wood.	She used an ax to cut some wood for the fire.	ax	balta	draft_google_word
4000 Essential English Words::3.Book::::bunch	1263	4000 Essential English Words::3.Book		bunch	A bunch is a group of the same things.	She was hungry, so she ate the entire bunch of grapes.	bunch	demet	draft_google_word
4000 Essential English Words::3.Book::::chore	1264	4000 Essential English Words::3.Book		chore	A chore is an unpleasant job that must be done.	It’s Nikki’s chore to do the dishes every Tuesday and Wednesday night.	chore	ev işi	draft_google_word
4000 Essential English Words::3.Book::::decent	1265	4000 Essential English Words::3.Book		decent	A decent person or thing is OK or good enough.	Eric did a decent job painting the fence.	decent	terbiyeli	draft_google_word
4000 Essential English Words::3.Book::::disgraceful	1266	4000 Essential English Words::3.Book		disgraceful	Disgraceful behavior is behavior that is very bad.	This is a disgraceful waste of money.	disgraceful	utanç verici	draft_google_word
4000 Essential English Words::3.Book::::elbow	1267	4000 Essential English Words::3.Book		elbow	The elbow is the middle part of an arm, where it bends.	She pointed to her elbow to show me where she hurt herself.	elbow	dirsek	draft_google_word
4000 Essential English Words::3.Book::::grateful	1268	4000 Essential English Words::3.Book		grateful	A grateful person feels thankful about something.	The girls were grateful for the chance to visit their grandfather.	grateful	minnettar	draft_google_word
4000 Essential English Words::3.Book::::irritate	1269	4000 Essential English Words::3.Book		irritate	To irritate means to annoy someone.	She was irritated when her brother told her that he had lost her camera.	to irritate	sinirlendirmek	draft_google_word
4000 Essential English Words::3.Book::::kid	1270	4000 Essential English Words::3.Book		kid	To kid is to say something that is not true as a joke.	I am not really mad. I was kidding when I said I was angry.	to kid	çocuğa	draft_google_word
4000 Essential English Words::3.Book::::loose	1271	4000 Essential English Words::3.Book		loose	A loose thing is not held in place tightly.	The bolt was loose, so I tightened it with the wrench.	loose	gevşek	draft_google_word
4000 Essential English Words::3.Book::::offend	1272	4000 Essential English Words::3.Book		offend	To offend is to make someone angry or upset.	They were both offended by what they had said to each other.	to offend	gücendirmek	draft_google_word
