#separator:tab
#html:true
SourceID	Level	Topic	CardType	CardTypeLabel	Front	Answer	Explanation	Examples	CommonMistake	SelfGrade	Tags
a2_2_natural_spanish::present_perfect::choose	a2_2_natural_spanish	present perfect	choose	Choose	Choose: I have finished.<br>A) He terminado.<br>B) Soy terminado.	A) He terminado.	Present perfect uses haber.	- He visto la película.<br>- Hemos terminado.<br>- ¿Has comido?	Do not insert words between haber and the participle in basic Spanish.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_perfect choose
a2_2_natural_spanish::present_perfect::correction	a2_2_natural_spanish	present perfect	correction	Correction	Correct this Spanish: He visto ayer la película.	Vi la película ayer.	Ayer is a finished-time expression; use preterite.	- He visto la película.<br>- Hemos terminado.<br>- ¿Has comido?	Do not insert words between haber and the participle in basic Spanish.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_perfect correction
a2_2_natural_spanish::present_perfect::production	a2_2_natural_spanish	present perfect	production	Production	Write in Spanish: Have you eaten?	¿Has comido?	has + participle.	- He visto la película.<br>- Hemos terminado.<br>- ¿Has comido?	Do not insert words between haber and the participle in basic Spanish.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_perfect production
a2_2_natural_spanish::present_perfect::pattern	a2_2_natural_spanish	present perfect	pattern	Mini pattern	Mini pattern: recent/experience past	haber + participle	This is a reusable sentence chunk. Practice swapping one word at a time.	- He llegado.<br>- Has leído.<br>- Hemos hablado.	Do not insert words between haber and the participle in basic Spanish.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish present_perfect pattern
a2_2_natural_spanish::relative_clauses_and_connectors::rule	a2_2_natural_spanish	relative clauses and connectors	rule	Rule	Rule: relative clauses and connectors	<b>Formula</b><br>que/donde connect clauses; porque/pero/aunque connect ideas<br><br><b>Use</b><br>Use connectors to make longer but still controlled Spanish sentences.	Memorize the pattern first; the other cards in this topic make you use it.	- El libro que compré es bueno.<br>- La casa donde vivo es pequeña.<br>- Estudio porque quiero mejorar.	que is often enough for who/that/which at this level.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_clauses_and_connectors rule
a2_2_natural_spanish::relative_clauses_and_connectors::choose	a2_2_natural_spanish	relative clauses and connectors	choose	Choose	Choose: the book that I bought<br>A) el libro que compré<br>B) el libro quien compré	A) el libro que compré	Use que for things.	- El libro que compré es bueno.<br>- La casa donde vivo es pequeña.<br>- Estudio porque quiero mejorar.	que is often enough for who/that/which at this level.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_clauses_and_connectors choose
a2_2_natural_spanish::relative_clauses_and_connectors::correction	a2_2_natural_spanish	relative clauses and connectors	correction	Correction	Correct this Spanish: La casa que vivo es pequeña.	La casa donde vivo es pequeña.	Use donde for where/in which.	- El libro que compré es bueno.<br>- La casa donde vivo es pequeña.<br>- Estudio porque quiero mejorar.	que is often enough for who/that/which at this level.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_clauses_and_connectors correction
a2_2_natural_spanish::relative_clauses_and_connectors::production	a2_2_natural_spanish	relative clauses and connectors	production	Production	Write in Spanish: I study because I want to improve.	Estudio porque quiero mejorar.	porque gives the reason.	- El libro que compré es bueno.<br>- La casa donde vivo es pequeña.<br>- Estudio porque quiero mejorar.	que is often enough for who/that/which at this level.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_clauses_and_connectors production
a2_2_natural_spanish::relative_clauses_and_connectors::pattern	a2_2_natural_spanish	relative clauses and connectors	pattern	Mini pattern	Mini pattern: connected sentence	clause + connector + clause	This is a reusable sentence chunk. Practice swapping one word at a time.	- Quiero salir, pero trabajo.<br>- Estudio porque quiero aprender.<br>- Es difícil aunque es útil.	que is often enough for who/that/which at this level.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a2_2_natural_spanish relative_clauses_and_connectors pattern
a0_survival::numbers_0_to_20::rule	a0_survival	numbers 0 to 20	rule	Rule	Rule: numbers 0 to 20	<b>Formula</b><br>cero, uno, dos... veinte<br><br><b>Use</b><br>Use small numbers for age, quantity, phone numbers, and basic dates.	Memorize the pattern first; the other cards in this topic make you use it.	- tengo dos libros<br>- hay tres personas<br>- uno, dos, tres	uno changes before masculine nouns: un libro.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a0_survival numbers_0_to_20 rule
a0_survival::numbers_0_to_20::choose	a0_survival	numbers 0 to 20	choose	Choose	Choose: one book<br>A) uno libro<br>B) un libro	B) un libro	uno shortens to un before a masculine singular noun.	- tengo dos libros<br>- hay tres personas<br>- uno, dos, tres	uno changes before masculine nouns: un libro.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a0_survival numbers_0_to_20 choose
a0_survival::numbers_0_to_20::correction	a0_survival	numbers 0 to 20	correction	Correction	Correct this Spanish: uno libro	un libro	Use un before a masculine singular noun.	- tengo dos libros<br>- hay tres personas<br>- uno, dos, tres	uno changes before masculine nouns: un libro.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a0_survival numbers_0_to_20 correction
a0_survival::numbers_0_to_20::production	a0_survival	numbers 0 to 20	production	Production	Write in Spanish: I have two books.	Tengo dos libros.	dos does not change for gender.	- tengo dos libros<br>- hay tres personas<br>- uno, dos, tres	uno changes before masculine nouns: un libro.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a0_survival numbers_0_to_20 production
a0_survival::numbers_0_to_20::pattern	a0_survival	numbers 0 to 20	pattern	Mini pattern	Mini pattern: number + noun	number + plural noun	This is a reusable sentence chunk. Practice swapping one word at a time.	- dos libros<br>- tres casas<br>- cinco personas	uno changes before masculine nouns: un libro.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a0_survival numbers_0_to_20 pattern
a0_survival::days_and_months::rule	a0_survival	days and months	rule	Rule	Rule: days and months	<b>Formula</b><br>lunes, martes...; enero, febrero...<br><br><b>Use</b><br>Use days and months to make basic time phrases.	Memorize the pattern first; the other cards in this topic make you use it.	- el lunes<br>- en enero<br>- hoy es martes	Days and months are not capitalized in normal Spanish.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a0_survival days_and_months rule
a0_survival::days_and_months::choose	a0_survival	days and months	choose	Choose	Choose: Monday<br>A) Lunes<br>B) lunes	B) lunes	Days are lowercase unless sentence-initial.	- el lunes<br>- en enero<br>- hoy es martes	Days and months are not capitalized in normal Spanish.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a0_survival days_and_months choose
a0_survival::days_and_months::correction	a0_survival	days and months	correction	Correction	Correct this Spanish: Hoy es Lunes.	Hoy es lunes.	Spanish does not normally capitalize days.	- el lunes<br>- en enero<br>- hoy es martes	Days and months are not capitalized in normal Spanish.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a0_survival days_and_months correction
a0_survival::days_and_months::production	a0_survival	days and months	production	Production	Write in Spanish: Today is Monday.	Hoy es lunes.	Use hoy es + day.	- el lunes<br>- en enero<br>- hoy es martes	Days and months are not capitalized in normal Spanish.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a0_survival days_and_months production
a0_survival::days_and_months::pattern	a0_survival	days and months	pattern	Mini pattern	Mini pattern: basic date word	hoy es + day	This is a reusable sentence chunk. Practice swapping one word at a time.	- Hoy es martes.<br>- Mañana es viernes.<br>- En enero.	Days and months are not capitalized in normal Spanish.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a0_survival days_and_months pattern
a0_survival::time_basics::rule	a0_survival	time basics	rule	Rule	Rule: time basics	<b>Formula</b><br>Es la una; son las dos/tres...<br><br><b>Use</b><br>Use es la for one o'clock and son las for other hours.	Memorize the pattern first; the other cards in this topic make you use it.	- Es la una.<br>- Son las dos.<br>- Son las ocho y media.	Do not use son las with una.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a0_survival time_basics rule
a0_survival::time_basics::choose	a0_survival	time basics	choose	Choose	Choose: It is one o'clock.<br>A) Es la una.<br>B) Son las una.	A) Es la una.	One o'clock is singular.	- Es la una.<br>- Son las dos.<br>- Son las ocho y media.	Do not use son las with una.	Good = chose correctly and knew why. Hard = guessed correctly. Again = chose wrong.	spanish_grammar grammar_maintenance a0_survival time_basics choose
a0_survival::time_basics::correction	a0_survival	time basics	correction	Correction	Correct this Spanish: Son las una.	Es la una.	Use es la for one o'clock.	- Es la una.<br>- Son las dos.<br>- Son las ocho y media.	Do not use son las with una.	Good = fixed it and named the rule. Hard = fixed it only. Again = missed the correction.	spanish_grammar grammar_maintenance a0_survival time_basics correction
a0_survival::time_basics::production	a0_survival	time basics	production	Production	Write in Spanish: It is three o'clock.	Son las tres.	Use son las for plural hours.	- Es la una.<br>- Son las dos.<br>- Son las ocho y media.	Do not use son las with una.	Good = produced the target sentence. Hard = minor gender/accent/ending issue. Again = wrong pattern.	spanish_grammar grammar_maintenance a0_survival time_basics production
a0_survival::time_basics::pattern	a0_survival	time basics	pattern	Mini pattern	Mini pattern: telling time	es la/son las + hour	This is a reusable sentence chunk. Practice swapping one word at a time.	- Es la una.<br>- Son las cuatro.<br>- Son las seis.	Do not use son las with una.	Good = could reuse the pattern with a new word. Hard = recognized only. Again = did not remember it.	spanish_grammar grammar_maintenance a0_survival time_basics pattern
a0_survival::basic_prepositions::rule	a0_survival	basic prepositions	rule	Rule	Rule: basic prepositions	<b>Formula</b><br>en = in/on/at; a = to; de = of/from; con = with; sin = without<br><br><b>Use</b><br>Use core prepositions as small grammar connectors.	Memorize the pattern first; the other cards in this topic make you use it.	- en casa<br>- a Madrid<br>- de Ana<br>- con Luis<br>- sin azúcar	English at/in/on often map to Spanish en.	Good = remembered the formula and examples. Hard = remembered one part. Again = could not explain it.	spanish_grammar grammar_maintenance a0_survival basic_prepositions rule
