English	English Meaning	English Example	Spanish	Pronunciation Hint	Spanish Meaning	Spanish Example	Spanish Meaning (English)	Spanish Example (English)	Spanish Article	Spanish Gender	Spanish Number	Spanish Part of Speech	Spanish Forms	Notes	Status	Source Deck	Source Card	Tags
effort	Effort is hard work or an attempt to do something.	He always puts a lot of effort into his studies.	el esfuerzo	el es-FUER-so	Energía física o mental puesta para lograr algo.	Él siempre pone mucho esfuerzo en sus estudios.	Effort is hard work or an attempt to do something.	He always puts a lot of effort into his studies.	el	masculine	singular	noun	singular: el esfuerzo; plural: los esfuerzos		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
enter	To enter a place is to go into it.	Two guards greeted me as I entered the front door.	entrar	en-TRAR	Pasar al interior de un lugar.	Dos guardias me saludaron cuando entré por la puerta principal.	To enter a place is to go into it.	Two guards greeted me as I entered the front door.				verb	infinitive: entrar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
excellent	When something is excellent, it is very good.	I got an excellent score on my school test.	excelente	e-xse-LEN-te	De muy buena calidad.	Saqué una puntuación excelente en mi examen escolar.	When something is excellent, it is very good.	I got an excellent score on my school test.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
hero	A hero is a brave person who does things to help others.	To children, the man in the blue and red costume was a real hero.	el héroe	el E-roe	Persona valiente que ayuda a otros.	Para los niños, el hombre con traje azul y rojo era un héroe de verdad.	A hero is a brave person who does things to help others.	To children, the man in the blue and red costume was a real hero.	el	masculine	singular	noun	singular: el héroe; plural: los héroes		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
hurry	To hurry is to do something quickly.	I hurried home on my bike.	apresurar	a-pre-su-RAR	Hacer algo con prisa.	Me apresuré a casa en bicicleta.	To hurry is to do something quickly.	I hurried home on my bike.				verb	infinitive: apresurar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
inform	To inform someone is to tell them about something.	I called and informed her about my idea.	informar	in-for-MAR	Comunicar información a alguien.	Llamé e informé a ella sobre mi idea.	To inform someone is to tell them about something.	I called and informed her about my idea.				verb	infinitive: informar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
later	Later means after the present, expected, or usual time.	She missed the train, so she’ll arrive a little later than expected.	más tarde	MAS TAR-de	En un momento posterior.	Perdió el tren, así que llegará un poco más tarde de lo esperado.	Later means after the present, expected, or usual time.	She missed the train, so she’ll arrive a little later than expected.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
leave	To leave means to go away from someone or something.	He packed his bag and was ready to leave for home.	irse	IR-se	Salir o partir de un lugar.	Empacó su bolsa y estuvo listo para irse a casa.	To leave means to go away from someone or something.	He packed his bag and was ready to leave for home.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
locate	To locate something is to find it.	I could not locate my keys in the house.	localizar	lo-ka-li-SAR	Encontrar o situar algo.	No pude localizar mis llaves en la casa.	To locate something is to find it.	I could not locate my keys in the house.				verb	infinitive: localizar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
nurse	A nurse is a person who helps sick people in the hospital.	A nurse helped me get better.	la enfermera	la en-fer-ME-ra	Profesional de salud que cuida pacientes.	Una enfermera me ayudó a recuperarme.	A nurse is a person who helps sick people in the hospital.	A nurse helped me get better.	la	feminine	singular	noun	singular: la enfermera; plural: las enfermeras		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
operation	An operation is when a doctor replaces or removes something in the body.	The operation on my arm was a success.	la operación	la o-pe-ra-SION	Intervención médica quirúrgica.	La operación de mi brazo fue un éxito.	An operation is when a doctor replaces or removes something in the body.	The operation on my arm was a success.	la	feminine	singular	noun	singular: la operación; plural: las operaciones		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
pain	Pain is the feeling that you have when you are hurt.	His head was full of pain.	el dolor	el do-LOR	Sensación de molestia o sufrimiento físico.	Tenía dolor de cabeza.	Pain is the feeling that you have when you are hurt.	His head was full of pain.	el	masculine	singular	noun	singular: el dolor; plural: los dolores		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
refuse	To refuse something is to say “no” to it.	The dog refused to play with the cat.	rechazar	re-ça-SAR	Decir que no; no aceptar.	El perro rechazó jugar con el gato.	To refuse something is to say “no” to it.	The dog refused to play with the cat.				verb	infinitive: rechazar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
though	Though is used when one idea makes another seem surprising.	Though he was overweight, he liked to be active.	aunque	AUN-ke	Conectores: aunque, a pesar de.	Aunque estaba con sobrepeso, le gustaba estar activo.	Though is used when one idea makes another seem surprising.	Though he was overweight, he liked to be active.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
various	If something is various, there are many types of it.	She owned shoes of various styles.	varios	BA-rios	Diversos o de varios tipos.	Tenía zapatos de varios estilos.	If something is various, there are many types of it.	She owned shoes of various styles.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
actual	Actual means real or true.	This is the actual sword that the king owned, not a fake one.	real	REAL	Que existe y no es falso.	Esta es la espada real que tuvo el rey, no una falsa.	Actual means real or true.	This is the actual sword that the king owned, not a fake one.							reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
amaze	To amaze people is to surprise them very much.	The news in the paper amazed Jack.	asombrar	a-som-BRAR	Sorprender profundamente.	Las noticias del periódico sorprendieron a Jack.	To amaze people is to surprise them very much.	The news in the paper amazed Jack.				verb	infinitive: asombrar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
charge	A charge is the price to pay for something.	The charge for the shirts was $15.	la tarifa	la ta-RI-fa	Precio que se paga por un producto o servicio.	La tarifa de las camisas fue de 15 dólares.	A charge is the price to pay for something.	The charge for the shirts was $15.	la	feminine	singular	noun	singular: la tarifa; plural: las tarifas	note: aquí significa precio	reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
comfort	To comfort someone means to make them feel better.	I wanted to comfort my friend after I heard the bad news.	consolar	kon-so-LAR	Dar alivio o ánimo a alguien.	Quería consolar a mi amiga tras la mala noticia.	To comfort someone means to make them feel better.	I wanted to comfort my friend after I heard the bad news.				verb	infinitive: consolar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
contact	To contact people is to speak or write to them.	I contacted Sue about my party.	contactar	kon-ta-KTAR	Ponerse en contacto con alguien.	Contacté a Sue para invitarla a mi fiesta.	To contact people is to speak or write to them.	I contacted Sue about my party.				verb	infinitive: contactar; -ar pattern: yo -o; tú -as; él/ella -a; nosotros -amos; ellos -an; check irregular or stem-changing forms separately		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
customer	A customer is a person who buys something at a store.	The customer put a few items in a bag.	el cliente	el KLIEN-te	Persona que compra productos o servicios.	El cliente guardó unos artículos en una bolsa.	A customer is a person who buys something at a store.	The customer put a few items in a bag.	el	masculine	singular	noun	singular: el cliente; plural: los clientes		reviewed	4000 Essential English Words::1.Book		spanish from_4000_english 4000_essential_english_words_1_book reviewed
