#separator:tab
#html:true
SourceID	DeckPath	Level	Topic	CardType	PromptMode	Front	Answer	TypeAnswer	Back	Formula	Examples	Audio	AudioURL	AudioContributor	AudioLicense	AudioID	Source	Attribution	Tags
a2_1_daily_past::preterite_vs_imperfect::typed_production_extra_3	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	preterite vs imperfect	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">preterite vs imperfect</span><br>preterite = completed event; imperfect = background/habit/ongoing state<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	Era tarde cuando salimos		Choose past tense based on how the speaker frames the action.	Decision rule<br>Use preterite for completed events and imperfect for background/habit/state.<br><br>Pattern<br>preterite = completed event; imperfect = background/habit/ongoing state<br><br>Common trap<br>The same verb can use either tense with different meaning.	- Estudiaba cuando llamaste.<br>- Ayer estudié dos horas.<br>- Era tarde cuando salimos.								spanish_core a2_1_daily_past preterite_vs_imperfect typed_production
a2_1_daily_past::comparatives::rule	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>comparatives"	más/menos + adjective + que; tan + adjective + como		<b>Use</b><br>Use comparatives to compare people, things, or situations.<br><br><b>Common trap</b><br>Do not use más mejor; mejor already means better.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives rule
a2_1_daily_past::comparatives::typed_contrast	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>better than<br><span class=""front-cue"">Contrast: más mejor que / mejor que</span>"	mejor que	mejor que	mejor is already comparative.<br><br>Full sentence: mejor que	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_contrast
a2_1_daily_past::comparatives::typed_correction	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_correction	type_compare	"<span class=""front-instruction"">Correct the learner error</span><br><span class=""wrong-spanish"">Este café es más bueno.</span>"	Este café es mejor	Este café es mejor	Use mejor for better.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_correction
a2_1_daily_past::comparatives::typed_production	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_production	type_compare	"<span class=""front-instruction"">Write in Spanish</span><br> This book is more expensive than that one."	Este libro es más caro que ese	Este libro es más caro que ese	más + adjective + que.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_production
a2_1_daily_past::comparatives::typed_production_extra_1	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">comparatives</span><br>más/menos + adjective + que; tan + adjective + como<br><br><span class=""front-instruction"">Model answer 1: compare grammar, word order, accents</span>"	Madrid es más grande que Toledo		Use comparatives to compare people, things, or situations.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_production
a2_1_daily_past::comparatives::typed_production_extra_2	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">comparatives</span><br>más/menos + adjective + que; tan + adjective + como<br><br><span class=""front-instruction"">Model answer 2: compare grammar, word order, accents</span>"	Este libro es menos caro		Use comparatives to compare people, things, or situations.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_production
a2_1_daily_past::comparatives::typed_production_extra_3	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	comparatives	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">comparatives</span><br>más/menos + adjective + que; tan + adjective + como<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	Ana es tan alta como Luis		Use comparatives to compare people, things, or situations.	Decision rule<br>Use más/menos ... que for more/less than; tan ... como for as ... as.<br><br>Pattern<br>más/menos + adjective + que; tan + adjective + como<br><br>Common trap<br>Do not use más mejor; mejor already means better.	- Madrid es más grande que Toledo.<br>- Este libro es menos caro.<br>- Ana es tan alta como Luis.								spanish_core a2_1_daily_past comparatives typed_production
a2_1_daily_past::informal_commands::rule	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>informal commands"	tú affirmative often uses él/ella present form: habla, come, escribe		<b>Use</b><br>Use informal commands to tell one person to do something.<br><br><b>Common trap</b><br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands rule
a2_1_daily_past::informal_commands::typed_contrast	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>Speak slowly.<br><span class=""front-cue"">Contrast: Habla despacio. / Hablas despacio.</span>"	Habla despacio	Habla despacio	Affirmative tú command of hablar is habla.<br><br>Full sentence: Habla despacio.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_contrast
a2_1_daily_past::informal_commands::typed_correction	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_correction	type_compare	"<span class=""front-instruction"">Correct the learner error</span><br><span class=""wrong-spanish"">Comes algo.</span>"	Come algo	Come algo	The command form is come, not comes.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_correction
a2_1_daily_past::informal_commands::typed_production	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_production	type_exact	"<span class=""front-instruction"">Write in Spanish</span><br> Write your name."	Escribe tu nombre	Escribe tu nombre	Affirmative tú command of escribir is escribe.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_production
a2_1_daily_past::informal_commands::typed_production_extra_1	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">informal commands</span><br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br><span class=""front-instruction"">Model answer 1: compare grammar, word order, accents</span>"	Habla despacio		Use informal commands to tell one person to do something.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_production
a2_1_daily_past::informal_commands::typed_production_extra_2	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">informal commands</span><br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br><span class=""front-instruction"">Model answer 2: compare grammar, word order, accents</span>"	Come algo		Use informal commands to tell one person to do something.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_production
a2_1_daily_past::informal_commands::typed_production_extra_3	Spanish Core Learning::A2.1 Daily Past	a2_1_daily_past	informal commands	typed_production	self_grade	"<span class=""front-instruction"">Write any valid Spanish sentence or chunk using this pattern</span><br><span class=""topic-label"">informal commands</span><br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br><span class=""front-instruction"">Model answer 3: compare grammar, word order, accents</span>"	Escribe tu nombre		Use informal commands to tell one person to do something.	Decision rule<br>Use tú command forms for direct informal instructions.<br><br>Pattern<br>tú affirmative often uses él/ella present form: habla, come, escribe<br><br>Common trap<br>Common irregulars: ven, di, sal, haz, ten, ve, pon, sé.	- Habla despacio.<br>- Come algo.<br>- Escribe tu nombre.								spanish_core a2_1_daily_past informal_commands typed_production
a2_2_natural_spanish::por_vs_para::rule	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	por vs para	rule	self_grade	"<span class=""front-instruction"">Rule</span><br>por vs para"	para = purpose/destination/deadline; por = cause/exchange/path/duration		<b>Use</b><br>Choose por or para by the relationship between ideas.<br><br><b>Common trap</b><br>English for maps to both por and para.	Decision rule<br>Use por for cause/route/exchange; use para for purpose/deadline/recipient/destination.<br><br>Pattern<br>para = purpose/destination/deadline; por = cause/exchange/path/duration<br><br>Common trap<br>English for maps to both por and para.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.								spanish_core a2_2_natural_spanish por_vs_para rule
a2_2_natural_spanish::por_vs_para::typed_contrast	Spanish Core Learning::A2.2 Natural Spanish	a2_2_natural_spanish	por vs para	typed_contrast	type_exact	"<span class=""front-instruction"">Type the correct Spanish form</span><br>I study to learn.<br><span class=""front-cue"">Contrast: Estudio por aprender. / Estudio para aprender.</span>"	Estudio para aprender	Estudio para aprender	Purpose/goal uses para.<br><br>Full sentence: Estudio para aprender.	Decision rule<br>Use por for cause/route/exchange; use para for purpose/deadline/recipient/destination.<br><br>Pattern<br>para = purpose/destination/deadline; por = cause/exchange/path/duration<br><br>Common trap<br>English for maps to both por and para.	- Trabajo para aprender.<br>- Gracias por tu ayuda.<br>- Salimos para Madrid.<br>- Caminé por el parque.								spanish_core a2_2_natural_spanish por_vs_para typed_contrast
