#separator:tab
#html:true
SourceID	Level	Phrase	Front	FrontHTML	Meaning	Examples	Tags
en_phrase_181_in_the_bigger_picture	level_4	in the bigger picture	Step back and look at it in the bigger picture before deciding which feature to ship next.	"Step back and look at it <span class=""target-phrase"">in the bigger picture</span> before deciding which feature to ship next."	Used to evaluate a situation by considering all its parts together.	- The team reviewed budget, timeline, and risk in the bigger picture before changing scope.<br>- When the store missed its quarterly target, we looked at sales in the bigger picture, not one bad week.<br>- He rejected the shortcut because in the bigger picture it hurt customer trust.	english_phrases natural_phrases level_4 natural phrase in_the_bigger_picture
en_phrase_182_on_a_regular_basis	level_4	on a regular basis	She tracks expenses on a regular basis so the team can catch spending spikes early.	"She tracks expenses <span class=""target-phrase"">on a regular basis</span> so the team can catch spending spikes early."	Done repeatedly at consistent intervals, not just occasionally.	- The clinic sends test results on a regular basis to all patients.<br>- We exercise on a regular basis to avoid burnout during exam week.<br>- The warehouse audits stock on a regular basis before seasonal shipping starts.	english_phrases natural_phrases level_4 natural phrase on_a_regular_basis
en_phrase_183_on_the_same_page	level_4	on the same page	By the time we launched, everyone was on the same page about the release timeline.	"By the time we launched, everyone was <span class=""target-phrase"">on the same page</span> about the release timeline."	Having the same understanding and agreement about the current plan.	- The manager made sure legal and engineering were on the same page before publishing the announcement.<br>- After a few clarifying calls, we all got on the same page about who handled customer support.<br>- The family ended their debate once they were on the same page about the budget.	english_phrases natural_phrases level_4 natural phrase on_the_same_page
en_phrase_184_in_a_nutshell	level_4	in a nutshell	Can you explain the whole contract in a nutshell so I can brief my director?	"Can you explain the whole contract <span class=""target-phrase"">in a nutshell</span> so I can brief my director?"	Summarizing a topic very briefly and clearly.	- Her report put three months of feedback in a nutshell at the end of the meeting.<br>- If you want in a nutshell, the issue is a broken payment webhook.<br>- He gave the policy update in a nutshell before the team shifted to implementation details.	english_phrases natural_phrases level_4 natural phrase in_a_nutshell
en_phrase_185_in_the_final_analysis	level_4	in the final analysis	In the final analysis, the data showed the design improved conversions enough to keep.	"<span class=""target-phrase"">In the final analysis</span>, the data showed the design improved conversions enough to keep."	After all other points are considered, this is the ultimate conclusion.	- In the final analysis, delayed approvals cost us a full week.<br>- The court reviewed every witness first, and in the final analysis, the evidence was clear.<br>- In the final analysis, we kept the simpler option even though it seemed less ambitious.	english_phrases natural_phrases level_4 natural phrase in_the_final_analysis
en_phrase_186_in_the_middle_of_nowhere	level_4	in the middle of nowhere	They drove for hours and arrived in the middle of nowhere with no signal.	"They drove for hours and arrived <span class=""target-phrase"">in the middle of nowhere</span> with no signal."	An extremely remote or isolated place with little nearby activity.	- The repair crew was stuck in the middle of nowhere when the bridge closed.<br>- She loves visiting a cabin in the middle of nowhere during winter breaks.<br>- The festival was cancelled because the stage was in the middle of nowhere far from help.	english_phrases natural_phrases level_4 natural phrase in_the_middle_of_nowhere
en_phrase_187_in_the_same_breath	level_4	in the same breath	The presenter praised the idea and in the same breath warned about budget risks.	"The presenter praised the idea and <span class=""target-phrase"">in the same breath</span> warned about budget risks."	Used to connect two linked ideas in one statement.	- She mentioned the delay and in the same breath offered an apology.<br>- He accepted the bonus in the same breath as admitting the team had missed two deadlines.<br>- I can't promise a discount in the same breath as guaranteeing same-day delivery.	english_phrases natural_phrases level_4 natural phrase in_the_same_breath
en_phrase_188_in_plain_terms	level_4	in plain terms	Could you put that in plain terms so the client can approve it quickly?	"Could you put that <span class=""target-phrase"">in plain terms</span> so the client can approve it quickly?"	Explained in straightforward, easy-to-understand language.	- The engineer rephrased the proposal in plain terms for nontechnical stakeholders.<br>- The doctor gave the treatment plan in plain terms before asking for consent.<br>- When the memo came out, HR rewrote it in plain terms for new hires.	english_phrases natural_phrases level_4 natural phrase in_plain_terms
en_phrase_189_in_concrete_terms	level_4	in concrete terms	The board asked for the vision in concrete terms, with dates and owners.	"The board asked for the vision <span class=""target-phrase"">in concrete terms</span>, with dates and owners."	Expressed in specific, practical details rather than abstractions.	- Our timeline is clear in concrete terms: draft by Monday, review Tuesday, publish Friday.<br>- The architect described the concept in concrete terms so we could estimate costs.<br>- The policy sounded idealistic until we translated it in concrete terms.	english_phrases natural_phrases level_4 natural phrase in_concrete_terms
en_phrase_190_in_your_best_interest	level_4	in your best interest	Accepting the settlement may be in your best interest if the trial would take years.	"Accepting the settlement may be in your best <span class=""target-phrase"">interest</span> if the trial would take years."	Doing something because it benefits you most in the long run.	- The legal counsel advised settlement in your best interest after the long trial.<br>- The pharmacist explained two treatment plans in your best interest.<br>- The bank manager chose a lower-fee card in your best interest, even though commissions were higher elsewhere.	english_phrases natural_phrases level_4 natural phrase in_your_best_interest
